7, 3, 2
14, 4, 4
10, 2, 0
11, 0, 0
9, 4, 5
10, 4, 3
11, 4, 3
8, 4, 7
15, 4, 6
7, 2, 0
7, 3, 3
9, 4, 2
9, 3, 0
11, 4, 1
9, 1, 0
8, 4, 5
13, 4, 4
10, 0, 3
8, 0, 3
11, 4, 7
15, 4, 5
11, 4, 6
13, 4, 6
7, 2, 3
9, 0, 3
8, 4, 6
11, 4, 0
10, 4, 6
7, 0, 3
9, 4, 4
9, 4, 3
7, 1, 1
15, 4, 4
10, 3, 0
7, 1, 3
7, 4, 3
8, 4, 2
7, 0, 2
10, 0, 0
9, 4, 6
12, 4, 6
7, 1, 2
8, 3, 0
14, 4, 5
8, 1, 0
14, 4, 6
10, 4, 0
9, 4, 1
9, 0, 0
7, 2, 2
7, 1, 0
7, 0, 0
7, 3, 1
14, 4, 7
10, 4, 5
11, 4, 4
9, 2, 0
10, 0, 2
12, 4, 5
8, 4, 1
9, 0, 0
7, 4, 0
7, 0, 1
11, 2, 0
8, 0, 0
13, 4, 7
10, 0, 1
7, 2, 1
10, 4, 2
7, 3, 0
8, 0, 2
9, 4, 7
9, 4, 0
8, 4, 0
7, 4, 1
8, 4, 3
12, 4, 4
9, 0, 2
11, 4, 2
15, 4, 7
10, 0, 0
10, 4, 1
10, 4, 4
7, 4, 2
11, 3, 0
11, 1, 0
10, 4, 7
8, 2, 0
13, 4, 5
11, 4, 5
8, 0, 0
10, 1, 0
8, 4, 4
12, 4, 7
8, 0, 1
9, 0, 1
