11, -1, 1
11, -1, 2
11, -1, 3
11, -1, 4
10, -1, 1
10, -1, 2
10, -1, 3
10, -1, 4
9, -1, 1
9, -1, 2
9, -1, 3
9, -1, 4
8, -1, 1
8, -1, 2
8, -1, 3
8, -1, 4


8, 4, 1
8, 4, 2
8, 4, 3
8, 4, 4
9, 4, 1
9, 4, 2
9, 4, 3
9, 4, 4
10, 4, 1
10, 4, 2
10, 4, 3
10, 4, 4
11, 4, 1
11, 4, 2
11, 4, 3
11, 4, 4


7, 0, 1
7, 0, 2
7, 0, 3
7, 0, 4
7, 1, 1
7, 1, 2
7, 1, 3
7, 1, 4
7, 2, 1
7, 2, 2
7, 2, 3
7, 2, 4
7, 3, 1
7, 3, 2
7, 3, 3
7, 3, 4


8, 0, 0
8, 1, 0
8, 2, 0
8, 3, 0
9, 0, 0
9, 1, 0
9, 2, 0
9, 3, 0
10, 0, 0
10, 1, 0
10, 2, 0
10, 3, 0
11, 0, 0
11, 1, 0
11, 2, 0
11, 3, 0


12, 3, 5
12, 2, 5
12, 1, 5
12, 0, 5
13, 3, 5
13, 2, 5
13, 1, 5
13, 0, 5
14, 3, 5
14, 2, 5
14, 1, 5
14, 0, 5
15, 3, 5
15, 2, 5
15, 1, 5
15, 0, 5


8, 3, 5
8, 2, 5
8, 1, 5
8, 0, 5
9, 3, 5
9, 2, 5
9, 1, 5
9, 0, 5
10, 3, 5
10, 2, 5
10, 1, 5
10, 0, 5
11, 3, 5
11, 2, 5
11, 1, 5
11, 0, 5


